cod_imovel;municipio;cod_estado;num_area;mod_fiscal;ind_status;geometry
MG-3164704-00843C85BBD6475981CA50D5D686C2AB;São Sebastião do Paraíso;MG;3.4237;0.1223;PE;MULTIPOLYGON (((-46.8563292211111 -21.0039441563889, -46.8564900733333 -21.0053249683333, -46.8572754277778 -21.0060367708333, -46.8575312394444 -21.0058012286111, -46.8577799863889 -21.0056208486111, -46.8579450213889 -21.0055246644444, -46.8581467302778 -21.0054619863889, -46.8582715333333 -21.0053988983333, -46.8583309486111 -21.0053316727778, -46.8583640325 -21.0052395975, -46.8583552372222 -21.0051558330556, -46.8582832461111 -21.0047627072222, -46.8583066163889 -21.0047028869444, -46.857734565 -21.0044712344444, -46.8576981372222 -21.0043154175, -46.8580291205556 -21.0039546816667, -46.8572769294444 -21.0038861794444, -46.8563292211111 -21.0039441563889)))
MG-3164704-0088B0005DDA4C66963B704DA7AD832E;São Sebastião do Paraíso;MG;3.4084;0.1217;AT;MULTIPOLYGON (((-47.114999999993 -20.977840832563, -47.115094722215 -20.977475554785, -47.115118888882 -20.977378054785, -47.115163888882 -20.977201388119, -47.115212777771 -20.976998332563, -47.115266111104 -20.976777777008, -47.115330555549 -20.976519721452, -47.115362499993 -20.976393332563, -47.115367777771 -20.976377221452, -47.115705555549 -20.97652749923, -47.115923333326 -20.976624721452, -47.116229999993 -20.97676249923, -47.116113285664 -20.977168923889, -47.116044728166 -20.977405955896, -47.116027610954 -20.977462522364, -47.115959814129 -20.97769964424, -47.115924031681 -20.977818937515, -47.115839501075 -20.978100961959, -47.115796484221 -20.978250066306, -47.115728923846 -20.978473295416, -47.115666767986 -20.978673355922, -47.115613409197 -20.978845337946, -47.11557488736 -20.978986592616, -47.11550482873 -20.979231843332, -47.115484517349 -20.979296505146, -47.115443098793 -20.979444433607, -47.115560304625 -20.979476492011, -47.116094266077 -20.979618419333, -47.11645899982 -20.97971660637, -47.116862563434 -20.979821688326, -47.117462686582 -20.979975568011, -47.117323333326 -20.980141110341, -47.117253611104 -20.980121665896, -47.116706111104 -20.979970277008, -47.116456111104 -20.979905277008, -47.115968888882 -20.979776388119, -47.11561666666 -20.979681943674, -47.115378055549 -20.979608610341, -47.115260833326 -20.979537221452, -47.115035555549 -20.97938999923, -47.114855277771 -20.979276943674, -47.114643333326 -20.979140277008, -47.114721944437 -20.978856110341, -47.114740277771 -20.978787777008, -47.114819444437 -20.978496110341, -47.114932499993 -20.978084721452, -47.114999999993 -20.977840832563)))
MG-3164704-00A719A594EE4B869BBC50A2E17167B6;São Sebastião do Paraíso;MG;9.0817;0.3243;AT;MULTIPOLYGON (((-47.0160666812152 -20.8339975985368, -47.0174607979663 -20.8336899213717, -47.0181732622501 -20.8338572941358, -47.0184835644134 -20.8341900864159, -47.0188156876019 -20.8347662853551, -47.0165108589686 -20.8372017992765, -47.0161130082768 -20.8354624945639, -47.0145135700464 -20.8344189810268, -47.0149196072243 -20.833703434685, -47.0144744217396 -20.8333657277883, -47.0146524533629 -20.833195889095, -47.0148324966431 -20.8330235433617, -47.0160666812152 -20.8339975985368)))
MG-3164704-00F23B3498BC4017B5578AE12A7DDA60;São Sebastião do Paraíso;MG;8.6375;0.3085;AT;MULTIPOLYGON (((-46.8562965725 -20.9638947242, -46.8558135941 -20.9640212524, -46.85526722 -20.9640500358, -46.8547723985 -20.963975049, -46.8541963929 -20.9637326089, -46.8529157475 -20.9628599906, -46.8529411283 -20.9626424278, -46.853054066 -20.9624182743, -46.8535428005 -20.9617926544, -46.853747096 -20.9614796914, -46.8546702392 -20.9607476573, -46.8553316017 -20.9603880509, -46.8554209732 -20.9604764409, -46.855501876 -20.9607365418, -46.8556441547 -20.9612445526, -46.855806945 -20.9618578396, -46.8556359842 -20.963249972, -46.856944662 -20.963388824, -46.8569438127 -20.9635214407, -46.8572804543 -20.9635299624, -46.8562965725 -20.9638947242)))
MG-3164704-0110525A40584DFE8AAF422FE4DAEF5E;São Sebastião do Paraíso;MG;58.8308;2.1;AT;MULTIPOLYGON (((-47.203436485949 -20.8984974811207, -47.2031978472956 -20.8989537369851, -47.2029299887046 -20.8994579982346, -47.2025018481557 -20.9003514634624, -47.2018235565898 -20.9016680621764, -47.2011380698148 -20.9028358638637, -47.1998156341769 -20.9054008565227, -47.199753309629 -20.9056592566435, -47.1994759373609 -20.9065653792749, -47.1990485618375 -20.9072737042451, -47.198676331543 -20.9076986976216, -47.1982153133713 -20.9079173448542, -47.1991452582677 -20.9100465691944, -47.1994588824618 -20.9099792514518, -47.1995135058121 -20.9098880712412, -47.1997348170836 -20.9095186454656, -47.200691222213 -20.9084172795561, -47.20123205358 -20.9076661999093, -47.2011755161997 -20.9074409593632, -47.2015121690908 -20.9069834495075, -47.202214532151 -20.9062125159005, -47.2026305463206 -20.9057438035096, -47.2029912399751 -20.9054820297004, -47.2034991615382 -20.9051542440189, -47.2040619772939 -20.9047975098374, -47.2049151391095 -20.9043845324046, -47.2056717775889 -20.9040879306543, -47.206800422587 -20.903897747851, -47.2081806571803 -20.9035280593602, -47.2090521615848 -20.9033308397149, -47.2096827272112 -20.9033456044942, -47.210642792243 -20.9034490590183, -47.2115545277839 -20.9032023073701, -47.2119444090769 -20.9023011008026, -47.203436485949 -20.8984974811207)))
MG-3164704-011D4B6FF8964CFC99E1362E3EB0C375;São Sebastião do Paraíso;MG;367.5822;13.1279;AT;MULTIPOLYGON (((-46.9084213940513 -20.9963078843801, -46.9052344844207 -20.9958239555155, -46.9024567786927 -20.995347309732, -46.9020738129552 -20.9952375530806, -46.9019037135209 -20.9951447013039, -46.9018280961668 -20.9949367005087, -46.9017324500125 -20.9946574378146, -46.9016663822826 -20.9945072812706, -46.9013136441076 -20.9943224329225, -46.9004593925369 -20.9936333369928, -46.899941387724 -20.9933013198641, -46.8995628761955 -20.9930049075057, -46.8993003130724 -20.9929139805544, -46.898986078726 -20.9927072411437, -46.8986120107021 -20.992640204952, -46.8979032592081 -20.9924018843191, -46.8972006906358 -20.9917962853007, -46.896874949738 -20.9916267106675, -46.8967683869399 -20.9915762934442, -46.8966539611334 -20.9914755878553, -46.8964888781218 -20.9914754957936, -46.8964590186629 -20.9913974337885, -46.8963628643471 -20.9911976336865, -46.8965665894872 -20.9911386995755, -46.896549476543 -20.9909937425847, -46.8966025429055 -20.9907500636983, -46.8963220417261 -20.9902979396356, -46.8960871359559 -20.9901747169714, -46.8960253819105 -20.9897324622475, -46.8962457596461 -20.9895246557254, -46.8962267181739 -20.9891141465677, -46.8959239292739 -20.9889434441978, -46.896080104443 -20.9889154709339, -46.896602634693 -20.9890604339828, -46.896800328561 -20.9888991857971, -46.8970779512875 -20.9888229907021, -46.8968937087144 -20.9886358116355, -46.8967480436895 -20.9886690974473, -46.8966323349856 -20.9885666907099, -46.8970425729332 -20.9885132688509, -46.897258786377 -20.9886351779836, -46.8976314665082 -20.9886569709134, -46.8978077229214 -20.9884837136986, -46.8980584600771 -20.9883653421712, -46.8981402304044 -20.9881421044093, -46.8953469366398 -20.9873176115515, -46.8935742642997 -20.986760903831, -46.8896186991323 -20.9855180879118, -46.8879656523535 -20.9850508234733, -46.887612689161 -20.9850010816115, -46.8874554770526 -20.9849554298258, -46.8873177615613 -20.9849536473578, -46.8871546796797 -20.9849284182072, -46.8864084505283 -20.9848766522198, -46.886371810416 -20.9844561633602, -46.886445163515 -20.9830540870817, -46.8863193917521 -20.9806934512495, -46.8886116574619 -20.9809563255806, -46.8935258930003 -20.9816799767206, -46.8954475042581 -20.981902348587, -46.8973077207543 -20.9822120603269, -46.8977870596011 -20.9824053415029, -46.898077893744 -20.9825233573664, -46.8985026917374 -20.9825350604075, -46.8987538100013 -20.9825065298035, -46.8999714546061 -20.9826304467424, -46.9001914418009 -20.9822506837416, -46.901098370032 -20.9823985977662, -46.9011870465019 -20.9823159522454, -46.9008979103737 -20.9818491191046, -46.9010913718741 -20.9815979538404, -46.9011504297521 -20.9811747721195, -46.9014791719595 -20.9804361615992, -46.9013368035683 -20.9793904720302, -46.9015990946643 -20.9789250646253, -46.9024344621225 -20.9783630048596, -46.9036231073859 -20.9777699932629, -46.9042654534407 -20.9784238426675, -46.9045697348218 -20.9785076171921, -46.904952721399 -20.9782142732059, -46.905534125089 -20.9780811180098, -46.9055275944306 -20.9780439567047, -46.9057580610398 -20.9777785962779, -46.9068960642947 -20.977716942334, -46.9119024418055 -20.9773531041271, -46.9158353160108 -20.9769327905987, -46.9170444277751 -20.9781168198319, -46.9177436607921 -20.9787797259645, -46.9173561761075 -20.9798155390865, -46.9172345540222 -20.9805219709543, -46.9163923130646 -20.9809757560125, -46.9164832505427 -20.9817154492495, -46.916354462718 -20.9822717535746, -46.9161316207788 -20.9828711700522, -46.9158869173298 -20.9836144712057, -46.9154543752845 -20.9839012327691, -46.9155049916991 -20.9843726328156, -46.9157409063885 -20.9846502162805, -46.916348874521 -20.9853030661013, -46.9166131229864 -20.9862778070317, -46.9158689782956 -20.9866786751344, -46.9148272168191 -20.9866568837241, -46.9139519028429 -20.9865323758923, -46.9134597003691 -20.9862956937656, -46.9130238387268 -20.9868833598119, -46.9121348162881 -20.9876987623795, -46.9117689130397 -20.9884636851304, -46.9113047016334 -20.9893356419829, -46.9110377258635 -20.990129231975, -46.9107685251085 -20.9914329239717, -46.9101353882762 -20.9920500680321, -46.9096723875836 -20.9928081076432, -46.9096686225949 -20.9934092923687, -46.9095992219165 -20.9941638157085, -46.9092571158133 -20.9949230327743, -46.9086127365819 -20.9956571796114, -46.9084213940513 -20.9963078843801)))
MG-3164704-015DB95350FA40CA817A9573987A65B1;São Sebastião do Paraíso;MG;9.3104;0.3325;AT;MULTIPOLYGON (((-47.015334155467 -20.871728726153, -47.015953121093 -20.871105674688, -47.016048038587 -20.871022458285, -47.016129237647 -20.870992013823, -47.016266848996 -20.870967430403, -47.016408921676 -20.87095819614, -47.016539561054 -20.870960515404, -47.016876392599 -20.871000255538, -47.016885945572 -20.871060092477, -47.016754155561 -20.871155102461, -47.017111822973 -20.871630328817, -47.017253327799 -20.871974572072, -47.017287459854 -20.871957965353, -47.017374807762 -20.872148752093, -47.017513660028 -20.872843453259, -47.017644160529 -20.872882878035, -47.017969942673 -20.872936417307, -47.017977815407 -20.873181140618, -47.018023522399 -20.873250673875, -47.017942447877 -20.873550132355, -47.017811431655 -20.873955099312, -47.017496296201 -20.873949843948, -47.017338834167 -20.873825201105, -47.017128303809 -20.873890905419, -47.016985390498 -20.873982906758, -47.015972612581 -20.874419332735, -47.015867406902 -20.874456699217, -47.015809879554 -20.874466408901, -47.015070296659 -20.873652502544, -47.014796189337 -20.873816253693, -47.014789506819 -20.874333927937, -47.014485543825 -20.87459942476, -47.014439550977 -20.87475350351, -47.014318225761 -20.87496093456, -47.013956082534 -20.87471244812, -47.015131322209 -20.872077821285, -47.015334155467 -20.871728726153)))
MG-3164704-0193783F18824142976EADE6354D2F56;São Sebastião do Paraíso;MG;74.1653;2.65;AT;MULTIPOLYGON (((-46.8677130128891 -20.8942754935027, -46.8677505638155 -20.8945461226017, -46.8677505638155 -20.8946864486088, -46.86779347916 -20.8948969373738, -46.8678149368318 -20.8949971700156, -46.8678363945036 -20.8950974025904, -46.8679544117009 -20.8952577745699, -46.8681368019135 -20.8953980999124, -46.8682762767826 -20.8955384251228, -46.8684586669953 -20.8956987966319, -46.8687483455688 -20.8958491447657, -46.8690058376341 -20.8960095159428, -46.8691989566832 -20.8960897014666, -46.8694671775849 -20.8961899333117, -46.8697032119784 -20.8962600955627, -46.8700036193874 -20.8961899333117, -46.8702503826174 -20.8960796782781, -46.8706151630427 -20.8959193071769, -46.870926299289 -20.8956987966319, -46.871173062518 -20.8954782857629, -46.8712910797143 -20.8953980999124, -46.8714627410915 -20.8954682625336, -46.871505656436 -20.8955284018984, -46.8715914871242 -20.8956286341176, -46.8716934110669 -20.8960395855193, -46.8718006994268 -20.896380373632, -46.8718436147714 -20.8967011146793, -46.8719294454595 -20.8972223174176, -46.8718865301159 -20.8974628719173, -46.8717148687387 -20.8977836106509, -46.8714788343451 -20.8981644870057, -46.8709853078862 -20.8984852242397, -46.8704917814282 -20.8989061908182, -46.8698051359202 -20.8994273858976, -46.8692901517895 -20.8997681663175, -46.8691184904123 -20.9001289918005, -46.8686893369706 -20.9004697706268, -46.8684318449053 -20.9006100910947, -46.8683030988726 -20.9008305944226, -46.8682387258562 -20.901111234553, -46.868067064479 -20.9013317371435, -46.8677451993973 -20.9014520111476, -46.8673804189711 -20.9015121481134, -46.866994180873 -20.9015321937639, -46.8667796041522 -20.9017126044927, -46.8663933660541 -20.9018729694023, -46.8662431623487 -20.902273880928, -46.8661144163161 -20.9024943818107, -46.8629601385153 -20.9031959733705, -46.8622520353355 -20.9012114630431, -46.8627670194663 -20.8997080286526, -46.8629815961871 -20.8992870643237, -46.8634536649742 -20.8983449017839, -46.8633249189415 -20.8972824560787, -46.8632390882525 -20.8969617162747, -46.8618014242211 -20.8966008831755, -46.8618443395648 -20.8958792143744, -46.8617155935321 -20.8955183786725, -46.8617155935321 -20.8954181463788, -46.8617585088766 -20.8953580069706, -46.8623593236955 -20.8952778210559, -46.8626168157618 -20.895237728082, -46.8627670194663 -20.895237728082, -46.8628313924826 -20.8952176815915, -46.8634912159006 -20.8900957154542, -46.8635555889169 -20.8899253143591, -46.8635877754251 -20.889845125542, -46.8635341312451 -20.8897649366822, -46.863448300556 -20.8893639917387, -46.8639954711949 -20.888852785383, -46.8639847423595 -20.8892336844013, -46.8637808944741 -20.8894341571813, -46.8637165214578 -20.8895243698447, -46.8638130809823 -20.8896947713941, -46.8638667251623 -20.889805031117, -46.8641564037358 -20.8903162342301, -46.8643495227848 -20.8907171766303, -46.8647357608829 -20.8916192931149, -46.8655028726617 -20.893223042368, -46.8661036874806 -20.8945260760188, -46.8668547060049 -20.8943857498618, -46.8671980287584 -20.8943256100399, -46.8677130128891 -20.8942754935027)))
MG-3164704-01AEC48B19FD455FBFE5DC116A9C9B64;São Sebastião do Paraíso;MG;4.0529;0.1447;AT;MULTIPOLYGON (((-46.9702896429277 -21.0298765625274, -46.9707758356765 -21.0291236535515, -46.9717491219028 -21.0299834759701, -46.9718829893439 -21.0300830976821, -46.9720466343719 -21.0301564198497, -46.9721523599124 -21.0302038011741, -46.9738201110384 -21.0294855470147, -46.9739712483296 -21.0302861425886, -46.9727914238847 -21.0309623660265, -46.9721963752932 -21.0303034366646, -46.9708318475972 -21.0302949625396, -46.9702670564895 -21.030722214048, -46.969320259934 -21.0312168076715, -46.9691730934138 -21.0309822912959, -46.9690284287094 -21.0307654264714, -46.9702896429277 -21.0298765625274)))
MG-3164704-01BC1FF8096E4F37983B416EEB185BD1;São Sebastião do Paraíso;MG;7.4634;0.2665;AT;MULTIPOLYGON (((-46.8898630142212 -20.9583537867223, -46.8905067443848 -20.9580932918872, -46.8911075592041 -20.9591352685057, -46.8915796279907 -20.959876670526, -46.8918800354004 -20.9606781820897, -46.8922662734985 -20.9611390492939, -46.8927812576294 -20.9618804413818, -46.8935537338257 -20.9631428032369, -46.8931460380554 -20.9636838121986, -46.8911719322205 -20.9615798774648, -46.890549659729 -20.960397653531, -46.8900346755981 -20.959596140464, -46.8898630142212 -20.9593156098759, -46.8895411491394 -20.9590551167158, -46.889283657074 -20.9586142811037, -46.8898630142212 -20.9583537867223)))
MG-3164704-01DA8EA89A1E4442B08AD9BB323D7A8C;São Sebastião do Paraíso;MG;2.9993;0.1071;AT;MULTIPOLYGON (((-46.9624702122924 -20.9266612207622, -46.9624995536969 -20.9277301699966, -46.9634431671255 -20.9280180852222, -46.9648789120182 -20.9284305040262, -46.9647311331319 -20.9280760447342, -46.9645458658272 -20.9277271848449, -46.9644897785304 -20.9275857805396, -46.9642740358699 -20.9272567328367, -46.9641875384241 -20.9270754385536, -46.9631894647593 -20.9265038415587, -46.9624702122924 -20.9266612207622)))
MG-3164704-0214B824A86C421DA6255BDB2FFF7212;São Sebastião do Paraíso;MG;3.2497;0.1161;AT;MULTIPOLYGON (((-46.9442596436111 -20.914360045, -46.9451613336111 -20.9134119458333, -46.9455675694444 -20.9136206011111, -46.9447021486111 -20.9146404252778, -46.9424691494444 -20.9170473277778, -46.9419498772222 -20.9169854958333, -46.9416728988889 -20.91698413, -46.9415409397222 -20.9169540191667, -46.9416571052778 -20.9168307683333, -46.9418792725 -20.9166240680556, -46.9442596436111 -20.914360045)))
MG-3164704-021E78563592445FA90C02EB12D4B69C;São Sebastião do Paraíso;MG;45.9085;1.6396;AT;MULTIPOLYGON (((-46.9680393342985 -20.8164125411174, -46.9678847897832 -20.816518793603, -46.9677077067095 -20.8166676730713, -46.9675266021657 -20.8167762217131, -46.9669936502268 -20.8165509869368, -46.9658599861051 -20.8161429320644, -46.9644611967225 -20.8155998043345, -46.9639157228092 -20.8153482554165, -46.9634516050291 -20.8152617870738, -46.9628172990811 -20.8149637727936, -46.9624361753389 -20.8147450467186, -46.9621749809218 -20.8146360609616, -46.9618912811597 -20.8145093945145, -46.9613122935253 -20.8142599110803, -46.9610682176927 -20.8141638055619, -46.9602886834787 -20.8138244636148, -46.9599882685747 -20.8137165890143, -46.9598897348227 -20.8136261012514, -46.9600330366997 -20.8135971043111, -46.960386750728 -20.8136142790185, -46.9606107078357 -20.813229382084, -46.9606412603072 -20.8132858890656, -46.9606715742666 -20.8134043038164, -46.9609577831263 -20.8135246623168, -46.9612463454341 -20.8134102205057, -46.9613287862486 -20.8132279559722, -46.9614217154256 -20.8131049734945, -46.9614666431696 -20.8129832055523, -46.9615346263255 -20.812882982325, -46.9615914801837 -20.8128108703465, -46.9617032704272 -20.8127291802679, -46.9619419913219 -20.8126913405345, -46.9620608166856 -20.8126686081143, -46.9620950814683 -20.8126335557258, -46.9622302022007 -20.8125867952125, -46.9624275656597 -20.8125086376298, -46.9630946832019 -20.8120959098736, -46.9632987111169 -20.8120363329683, -46.9633139657751 -20.8120966315031, -46.9633146899778 -20.8121801553192, -46.9633048450033 -20.8122984356479, -46.9633325504762 -20.8124277547202, -46.963458580132 -20.812519987938, -46.9635959843785 -20.8124249766436, -46.9637828299602 -20.8121595868773, -46.964047159488 -20.8116706605022, -46.9642071976987 -20.811648445709, -46.9643013404334 -20.8117627450014, -46.964544907414 -20.8117724993171, -46.9646649195417 -20.8118041238757, -46.9650826420352 -20.8118726739664, -46.965441979738 -20.8117282534855, -46.9654902393254 -20.8115891831507, -46.9655228680542 -20.8113996650239, -46.9653601547386 -20.8112309600759, -46.9655616005341 -20.8112153799209, -46.9656998467707 -20.8112426447859, -46.9659471641866 -20.8112056727095, -46.9660747223802 -20.8111511594532, -46.9661347820049 -20.8111291262499, -46.9662350489459 -20.8110277604141, -46.9663517588439 -20.8109501893753, -46.9664648375574 -20.8109221602917, -46.966624377097 -20.8109698247036, -46.9667195744341 -20.8109807365195, -46.9669080104226 -20.8110250458804, -46.9671622551223 -20.8110751038469, -46.9674596621888 -20.8111254421358, -46.9675623408698 -20.8111276245358, -46.967696058797 -20.8111406152644, -46.9677791718202 -20.8111640868482, -46.967913608765 -20.8111795305419, -46.9679813225137 -20.8111961132213, -46.9680769772478 -20.8111751108254, -46.9681363407988 -20.8111633783976, -46.9682581307087 -20.8111455984929, -46.968389736762 -20.8111342531677, -46.9684793383448 -20.8111609267772, -46.9686472271079 -20.8112375577198, -46.9687609246358 -20.8112943161532, -46.9689156611187 -20.8113876849131, -46.9689876218522 -20.8114396786176, -46.9691163491276 -20.8115193431965, -46.96929104496 -20.8116539029193, -46.9693768635034 -20.8117190507723, -46.96952403813 -20.8118663827409, -46.9696756562362 -20.8116402372128, -46.9698759128395 -20.8113667500521, -46.969939319944 -20.8112931542283, -46.9702570883588 -20.8113507676353, -46.9705556383855 -20.8114248937244, -46.970751303176 -20.8114806939011, -46.9709552642473 -20.8115289329715, -46.9710888450847 -20.8115593869384, -46.9712838205637 -20.811600795599, -46.9714877972671 -20.8116493558105, -46.9715648555043 -20.8116747905022, -46.9717105924929 -20.8116881411219, -46.9717869972879 -20.8117238783134, -46.9718560838378 -20.8117656302197, -46.9718937240213 -20.8118045958274, -46.9718965849315 -20.8121667725388, -46.9719287890628 -20.8122762095044, -46.9719521497258 -20.8124872014385, -46.9720263136302 -20.812846921893, -46.9720703053976 -20.813075951849, -46.972090573517 -20.8132631091144, -46.972085987183 -20.8133383406393, -46.971951120758 -20.8134662299426, -46.9718406145184 -20.8135730286462, -46.9717548415005 -20.8136466669704, -46.9715388107773 -20.8138248815155, -46.9714096962438 -20.8139355272656, -46.9713483916849 -20.81393367238, -46.9712435949437 -20.8140675137682, -46.9711372742694 -20.8141600970131, -46.9710603430085 -20.8142395233776, -46.9709185436926 -20.8143086975903, -46.9707800926335 -20.8143645482406, -46.9706769768626 -20.8143868655092, -46.9704793649912 -20.8144492320839, -46.9703755979604 -20.8144669227188, -46.97037091724 -20.8144812531177, -46.970323609907 -20.8144897595477, -46.9703093737567 -20.8144909240134, -46.9703140099128 -20.8144812392554, -46.9702998732233 -20.8144917011293, -46.9702617917003 -20.8144948159021, -46.9702477788953 -20.8145099148603, -46.9702236991571 -20.8145025936826, -46.9701950292053 -20.8145142961712, -46.9701902754276 -20.8145193520293, -46.9701567272736 -20.8145361141293, -46.9701283953697 -20.8145615994241, -46.9700808507784 -20.8145840016743, -46.9700433285892 -20.8146100085897, -46.9699824069642 -20.814642409494, -46.969951299983 -20.8146766669581, -46.9698642607544 -20.8147250239181, -46.969814035407 -20.814756565726, -46.9697454669952 -20.8147993575936, -46.969661001635 -20.814846648434, -46.9695606392295 -20.8149242238363, -46.9694845458186 -20.815000115361, -46.9694224851321 -20.815092822792, -46.9693508032856 -20.8151333444122, -46.9692446935853 -20.815177136598, -46.9691416639331 -20.8152348747112, -46.9690562042006 -20.8153002588927, -46.9689948673209 -20.815358213696, -46.9689778262883 -20.8154206695294, -46.968900644599 -20.81561848059, -46.9687647535995 -20.8156943982312, -46.96864943147 -20.8157672067783, -46.9686149445683 -20.8158678728733, -46.968624243122 -20.815942312566, -46.9685601210935 -20.8161774489477, -46.9685581282868 -20.8164081017663, -46.9684619680481 -20.8165522548465, -46.9683644907695 -20.8164399870926, -46.9682627785525 -20.8163670581522, -46.968154125248 -20.8163713026075, -46.9680393342985 -20.8164125411174)))
MG-3164704-02330349327B482E82CD36E65FE00189;São Sebastião do Paraíso;MG;6.74;0.2407;AT;MULTIPOLYGON (((-46.979046645556 -20.798393741944, -46.978805721944 -20.798491702222, -46.978571349167 -20.798677850833, -46.978333943056 -20.798791854722, -46.978364116667 -20.7990533425, -46.978408549444 -20.799240926389, -46.97822189 -20.799487448333, -46.978058956667 -20.799534495556, -46.977884516667 -20.799459091111, -46.977653861667 -20.799804963056, -46.977300821389 -20.800336748333, -46.977557975 -20.800547971944, -46.977549673056 -20.800584868056, -46.977670428889 -20.800592536111, -46.977751319167 -20.800607065833, -46.977988231944 -20.800671620833, -46.978185557778 -20.800737282222, -46.978464982778 -20.800833523333, -46.978575315 -20.800870331667, -46.978758195556 -20.800919061944, -46.978880667778 -20.800937419444, -46.978962459444 -20.800944441667, -46.979152692222 -20.800930938889, -46.980042956944 -20.800696945556, -46.980565058889 -20.800647366111, -46.980895059444 -20.800643952222, -46.981242479444 -20.8006490525, -46.981355649167 -20.800592777778, -46.9815260875 -20.800499325556, -46.981690766667 -20.800362065556, -46.981813286389 -20.800256589444, -46.981789678611 -20.800233475833, -46.981003365556 -20.800270469722, -46.980865461389 -20.800173365556, -46.980770906111 -20.800079330278, -46.9801866 -20.799143382222, -46.979438486667 -20.798601973611, -46.979046645556 -20.798393741944)))
SP-3515186-0011D2DA2B634B67BFF420CD1A979D83;Espírito Santo do Pinhal;SP;21.5113;0.9778;AT;MULTIPOLYGON (((-46.7402011156082 -22.2252996304656, -46.7389351129532 -22.2240283641912, -46.7385542392731 -22.2234970112003, -46.7389672994614 -22.2230749069222, -46.7378488183022 -22.2220618514711, -46.7378568649292 -22.2220320556117, -46.7384415864944 -22.2217191987064, -46.7388170957565 -22.2212027349865, -46.7392972111702 -22.2216968517579, -46.739439368248 -22.2215950489473, -46.7396351695062 -22.2215503550072, -46.7400133609772 -22.2214411030935, -46.7401260137558 -22.2202790547452, -46.7383450269699 -22.2197576196646, -46.7371648550034 -22.2201400055799, -46.7370897530683 -22.2199314314159, -46.7370575666428 -22.2197079590796, -46.7372184991837 -22.2191567254058, -46.7373847961426 -22.2186650827338, -46.7374759912491 -22.2184813370504, -46.7375832796097 -22.218193302792, -46.737824678421 -22.2180641837946, -46.7380714416504 -22.2177960131893, -46.7378622293472 -22.2174210700946, -46.7380499839783 -22.2172447720018, -46.7382699251175 -22.2171603474844, -46.7384254932404 -22.2171057198285, -46.738548874855 -22.2172696027325, -46.7385864257812 -22.217354027184, -46.7385596036911 -22.2175725372933, -46.7385864257812 -22.2176718599577, -46.7386883497238 -22.2177314535226, -46.7388010025024 -22.2176917244821, -46.7389190196991 -22.2177165551337, -46.7389619350433 -22.217920166311, -46.7390263080597 -22.2181535738824, -46.7391926050186 -22.2184167776991, -46.7392998933792 -22.2186253539578, -46.7395251989365 -22.2188935229775, -46.7397022247314 -22.2190723020392, -46.7397236824036 -22.2192063861859, -46.7396432161331 -22.2193553684208, -46.7397344112396 -22.2194745540948, -46.7400079965591 -22.2196483663545, -46.740351319313 -22.2196384342311, -46.7406731843948 -22.2196285021071, -46.7410004138947 -22.2196185699824, -46.741236448288 -22.219603671794, -46.7415797710419 -22.2195341468938, -46.7417138814926 -22.219608637857, -46.7418694496155 -22.2196980269605, -46.7420947551727 -22.2198122462878, -46.7422020435333 -22.2198718389433, -46.7424917221069 -22.2201151753573, -46.7426633834839 -22.2202442924668, -46.7428243160248 -22.2202095301798, -46.7430013418198 -22.220313817015, -46.7431139945984 -22.2203982396343, -46.743232011795 -22.2203932735992, -46.74340903759 -22.2203982396343, -46.7434734106064 -22.2205472206032, -46.7435485124588 -22.2206515071873, -46.7434626817703 -22.2208203519686, -46.7434787750244 -22.2208377330375, -46.7434787750244 -22.2208625631321, -46.7434760928154 -22.2208849102136, -46.7434760928154 -22.2209097402999, -46.7434787750244 -22.2209395363977, -46.7433714866638 -22.2211928029733, -46.7432588338852 -22.2213864771048, -46.7431944608688 -22.2214460690915, -46.7420572042465 -22.2221462730382, -46.7420250177383 -22.2225236864814, -46.7419177293777 -22.2228067458973, -46.7415368556976 -22.2229308945837, -46.7411398887634 -22.2230004178001, -46.740340590477 -22.2230401453368, -46.7402011156082 -22.2252996304656)))
